,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
456,19508,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,20.0
457,13006,city_134,0.698,Male,No relevent experience,no_enrollment,High School,STEM,4,10000+,Pvt Ltd,never,48.0
458,7563,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,78.0
459,25993,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,STEM,5,1000-4999,NGO,1,33.0
460,18013,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,78.0
461,27699,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,13,1000-4999,Pvt Ltd,>4,7.0
462,3003,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,Humanities,9,10000+,Pvt Ltd,1,13.0
463,6620,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Public Sector,>4,25.0
464,4364,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,1,14.0
465,2296,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Pvt Ltd,1,130.0
466,17958,city_9,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,39.0
467,9740,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,21.0
468,1304,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,>4,86.0
469,28735,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,35.0
470,32212,city_16,0.91,Male,No relevent experience,Full time course,High School,STEM,4,10000+,Pvt Ltd,1,10.0
471,14053,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,7,10000+,Public Sector,never,80.0
472,22641,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,never,4.0
473,17900,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,43.0
474,31333,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,140.0
475,501,city_21,0.624,Male,Has relevent experience,Full time course,High School,STEM,2,10000+,Pvt Ltd,never,41.0
476,18104,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,102.0
477,6092,city_150,0.698,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,>4,56.0
478,17249,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,81.0
479,1227,city_123,0.738,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,never,32.0
480,23515,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,Masters,STEM,9,100-500,Public Sector,never,27.0
481,16309,city_77,0.83,Male,Has relevent experience,Part time course,Graduate,STEM,<1,100-500,Pvt Ltd,1,280.0
482,5368,city_101,0.5579999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,15.0
483,27693,city_83,0.9229999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,50.0
484,2582,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,41.0
485,12096,city_115,0.789,Male,No relevent experience,Full time course,Masters,STEM,<1,10000+,Pvt Ltd,1,64.0
486,17526,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,1,17.0
487,23647,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,never,105.0
488,11440,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,123.0
489,7942,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,112.0
490,12064,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,1,105.0
491,2170,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,4,254.0
492,15663,city_123,0.738,Male,No relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,2,82.0
493,18378,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Other,2,12.0
494,5943,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,3,33.0
495,8578,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,2,1000-4999,Pvt Ltd,never,35.0
496,28645,city_16,0.91,Female,No relevent experience,Full time course,Masters,STEM,6,10000+,Public Sector,4,202.0
497,5101,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Early Stage Startup,>4,42.0
498,14529,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,1,110.0
499,26235,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,24.0
500,24260,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,never,102.0
501,17549,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Oct-49,Pvt Ltd,2,65.0
502,17610,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,No Major,8,Oct-49,Pvt Ltd,3,150.0
503,10246,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,1,9.0
504,8990,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,4,10000+,Pvt Ltd,1,129.0
505,20459,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,6.0
506,22775,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,101.0
507,11212,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,48.0
508,11963,city_61,0.9129999999999999,Female,Has relevent experience,no_enrollment,Masters,Humanities,1,50-99,Pvt Ltd,1,24.0
509,14516,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,50.0
510,6464,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,4,52.0
511,31981,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,3,10000+,Pvt Ltd,never,200.0
512,19350,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,3,88.0
513,675,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,50.0
514,3374,city_21,0.624,Male,No relevent experience,no_enrollment,High School,STEM,<1,10000+,Pvt Ltd,never,16.0
515,24495,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,212.0
516,8484,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,163.0
517,12459,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,never,38.0
518,29414,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,134.0
519,10548,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,45.0
520,29383,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,78.0
521,13373,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,never,33.0
522,21283,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,>4,33.0
523,2280,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,2,22.0
524,5624,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,88.0
525,6778,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,75.0
526,2926,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,128.0
527,20431,city_152,0.82391,Male,Has relevent experience,Full time course,Graduate,STEM,16,500-999,Pvt Ltd,>4,42.0
528,29537,city_54,0.856,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,118.0
529,4450,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,<1,Oct-49,Pvt Ltd,1,6.0
530,17165,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,1,36.0
531,8587,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,3,59.0
532,7903,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,33.0
533,28390,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,3,70.0
534,18101,city_83,0.9229999999999999,Male,No relevent experience,Full time course,High School,STEM,6,10000+,Pvt Ltd,1,29.0
535,3408,city_106,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,2,101.0
536,3619,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,75.0
537,9335,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,18,100-500,NGO,1,25.0
538,31337,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,111.0
539,18903,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,50-99,Pvt Ltd,1,54.0
540,1406,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,>4,260.0
541,31133,city_74,0.579,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,never,56.0
542,30475,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,176.0
543,11339,city_114,0.9259999999999999,Male,No relevent experience,Full time course,High School,STEM,8,10000+,Pvt Ltd,never,22.0
544,10455,city_160,0.92,Female,No relevent experience,Full time course,Phd,STEM,10,10000+,Pvt Ltd,1,24.0
545,22881,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,16.0
546,29667,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,103.0
547,16517,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,Business Degree,<1,5000-9999,Pvt Ltd,1,86.0
548,15094,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,3,88.0
549,2682,city_23,0.899,Female,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,2,98.0
550,7679,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,never,66.0
551,2954,city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,>20,Oct-49,Funded Startup,1,76.0
552,12709,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,136.0
553,24845,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,332.0
554,6829,city_21,0.624,Male,Has relevent experience,no_enrollment,High School,STEM,6,10000+,Pvt Ltd,1,85.0
555,12810,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,>4,12.0
556,20607,city_89,0.925,Male,No relevent experience,Full time course,High School,STEM,5,10000+,Pvt Ltd,1,31.0
557,10429,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,31.0
558,18781,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,20.0
559,21189,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,25.0
560,19996,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,37.0
561,24837,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Funded Startup,1,55.0
562,4955,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,4,Oct-49,Pvt Ltd,1,39.0
563,32766,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Funded Startup,4,110.0
564,6209,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,>4,50.0
565,24293,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,49.0
566,28090,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,2,107.0
567,11842,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,2,109.0
568,13211,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,80.0
569,26309,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,14,Oct-49,Pvt Ltd,1,47.0
570,4832,city_91,0.691,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Funded Startup,1,48.0
571,23885,city_67,0.855,Male,No relevent experience,no_enrollment,High School,STEM,3,10000+,Pvt Ltd,never,70.0
572,27278,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,332.0
573,32853,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,3.0
574,3264,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,90.0
575,9997,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,1000-4999,Pvt Ltd,4,44.0
576,21496,city_114,0.9259999999999999,Male,No relevent experience,Full time course,High School,STEM,6,10000+,Pvt Ltd,1,98.0
577,20570,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,1,232.0
578,11907,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,56.0
579,28629,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,78.0
580,31388,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,2,45.0
581,14538,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,never,17.0
582,28,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,86.0
583,32099,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,66.0
584,6356,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,1,32.0
585,16058,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,<10,Pvt Ltd,1,35.0
586,10198,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,>4,3.0
587,24993,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,91.0
588,28864,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,83.0
589,1206,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,54.0
590,14412,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,65.0
591,19987,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,3,7.0
592,15586,city_115,0.789,Male,Has relevent experience,Part time course,Masters,STEM,11,Oct-49,Pvt Ltd,3,47.0
593,17424,city_28,0.9390000000000001,Male,No relevent experience,Full time course,High School,STEM,9,10000+,Pvt Ltd,never,80.0
594,19783,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,16,100-500,Public Sector,1,4.0
595,15763,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,1,24.0
596,6433,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,26.0
597,7881,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,38.0
598,9237,city_65,0.802,Male,Has relevent experience,no_enrollment,Phd,STEM,17,50-99,Pvt Ltd,>4,41.0
599,26656,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,>4,200.0
600,14019,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,15.0
601,27036,city_61,0.9129999999999999,Male,No relevent experience,Full time course,High School,STEM,5,Oct-49,Pvt Ltd,1,36.0
602,8304,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,Other,5,50-99,Pvt Ltd,never,82.0
603,16458,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,Oct-49,Public Sector,4,74.0
604,16138,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,61.0
605,8701,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,27.0
606,14281,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Funded Startup,4,146.0
607,1968,city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,2,4.0
608,742,city_160,0.92,Female,Has relevent experience,Full time course,High School,STEM,4,10000+,Pvt Ltd,1,50.0
609,17953,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,86.0
610,660,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Funded Startup,>4,37.0
611,10829,city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,1,192.0
612,14159,city_133,0.742,Male,No relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,8.0
613,13603,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,17.0
614,18232,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,42.0
615,14574,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,<10,Pvt Ltd,1,224.0
616,24725,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1,32.0
617,10737,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,30.0
618,15141,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,3,105.0
619,25308,city_128,0.527,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Early Stage Startup,never,81.0
620,23084,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,3,90.0
621,25465,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,1,200.0
622,12340,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,2,21.0
623,15589,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,14.0
624,129,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,130.0
625,19641,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,60.0
626,8083,city_45,0.89,Male,No relevent experience,Full time course,High School,STEM,3,10000+,Pvt Ltd,never,22.0
627,4166,city_98,0.9490000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,105.0
628,14586,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,86.0
629,21822,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,51.0
630,2415,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,228.0
631,1382,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,14,10000+,Pvt Ltd,4,74.0
632,30373,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,129.0
633,1135,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,83.0
634,29230,city_46,0.762,Male,Has relevent experience,Part time course,Masters,STEM,1,10000+,Pvt Ltd,>4,3.0
635,16972,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,27.0
636,25730,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,4,58.0
637,17021,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,102.0
638,19032,city_159,0.843,Male,No relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,4,89.0
639,6154,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Masters,STEM,9,5000-9999,Pvt Ltd,1,68.0
640,2744,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,19,500-999,Pvt Ltd,1,38.0
641,621,city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,18.0
642,14035,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,never,18.0
643,13621,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,121.0
644,19202,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,26.0
645,29010,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,10000+,Pvt Ltd,1,23.0
646,3606,city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,7,Oct-49,Pvt Ltd,1,88.0
647,22214,city_167,0.9209999999999999,Male,No relevent experience,no_enrollment,Primary School,STEM,6,<10,Pvt Ltd,3,34.0
648,16245,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,26.0
649,30639,city_160,0.92,Other,Has relevent experience,Part time course,Graduate,Humanities,8,50-99,NGO,1,306.0
650,28365,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,15.0
651,30546,city_104,0.924,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,134.0
652,7792,city_76,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,168.0
653,12846,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,25.0
654,25038,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,182.0
655,17919,city_116,0.743,Male,No relevent experience,Full time course,Graduate,Humanities,2,10000+,Pvt Ltd,never,298.0
656,6465,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,2,56.0
657,13836,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,13.0
658,30399,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,High School,STEM,2,100-500,Pvt Ltd,1,42.0
659,27949,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,50-99,Pvt Ltd,2,5.0
660,27512,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,Oct-49,Pvt Ltd,1,57.0
661,22507,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,Other,8,100-500,NGO,1,91.0
662,656,city_116,0.743,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,16.0
663,23663,city_150,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,128.0
664,30907,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,58.0
665,30023,city_45,0.89,Male,No relevent experience,Full time course,High School,STEM,2,100-500,Pvt Ltd,1,194.0
666,22045,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,280.0
667,2209,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,61.0
668,4838,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,>4,106.0
669,28498,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,500-999,Pvt Ltd,2,18.0
670,1179,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,Oct-49,Pvt Ltd,1,43.0
671,10682,city_104,0.924,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,3.0
672,20707,city_136,0.897,Male,No relevent experience,Full time course,High School,STEM,4,10000+,Pvt Ltd,1,4.0
673,31228,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,3,10000+,Pvt Ltd,never,97.0
674,11642,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,62.0
675,14477,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,55.0
676,25737,city_114,0.9259999999999999,Other,No relevent experience,Full time course,High School,STEM,5,100-500,Public Sector,1,15.0
677,21032,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,58.0
678,30770,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,20.0
679,28733,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,3,33.0
680,26032,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,never,74.0
681,2421,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,10.0
682,6027,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,6,100-500,Funded Startup,2,40.0
683,7266,city_128,0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,4,136.0
684,20956,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,36.0
